sqft_living,bedrooms,bathrooms,floors,waterfront,condition,yr_built,yr_renovated,price
1780,3,2.5,2,0,3,1988,0,309000
2240,3,1.75,1,0,3,1948,0,440000
2810,4,2.25,2,0,3,1959,0,571500
920,2,1,1,0,4,1906,0,514000
1830,3,1.75,1,0,3,1947,0,323000
1560,2,1.75,1,0,3,2002,0,290000
5540,4,4.25,2,0,3,2006,0,2575000
2310,3,2,1,0,3,1979,1996,1362500
1470,4,1.5,1.5,0,3,1946,0,551000
3430,4,2.5,1.5,0,5,1979,0,960000
2900,5,2.5,2,0,3,1989,0,720000
1850,3,1.75,1,0,3,1979,0,218000
2190,4,2.5,2,0,3,1997,0,334950
2510,4,2.25,2,0,4,1979,0,605000
3200,4,3.25,2,0,3,2006,0,825000
1670,4,1.75,1,0,4,1974,0,268500
1010,3,1.75,1,0,5,1969,0,230000
5050,4,4,2,0,3,2000,0,1335000
1430,2,1.5,1,0,3,1955,0,245500
1880,3,2.25,1,0,3,1982,0,440000
2180,4,2.75,2,0,4,1993,0,571500
1830,3,2.25,2,0,3,1997,0,182500
970,2,1,1,0,3,1951,0,217000
1170,2,1.5,1,0,5,1941,0,335000
1010,2,1,1,0,5,1924,0,501000
2140,3,2.5,1,0,3,1979,0,339950
2230,3,1.75,1,0,3,1968,0,340000
1140,2,1,1.5,0,3,1966,0,582500
860,2,1,1,0,3,1948,0,298800
2540,6,1.75,1,0,3,1977,0,317500
2420,4,2.5,1.5,0,5,1926,0,598000
1640,2,2.25,2,0,3,1980,0,375000
2550,4,2.25,2,0,4,1996,0,465000
2507,3,2.5,2,0,3,2006,0,551870
1920,3,2.5,2,0,3,1993,0,295000
2210,4,1.75,1,0,3,1977,0,263500
3530,4,4,2,0,5,1958,0,1095000
1100,2,1,1.5,0,5,1920,0,300000
3390,4,1,1.5,0,3,1924,2014,780000
1590,3,1.5,1,0,3,1956,0,325000
820,2,1,1,0,3,1949,2012,370000
2370,4,2.5,1,0,5,1974,0,715000
1600,4,2,1,0,5,1938,0,356000
1740,4,1.75,1.5,0,3,1976,0,329950
1470,3,2.25,2,0,3,1984,0,490000
1410,3,3.25,3,0,3,2005,0,429000
1620,4,2.5,2,0,4,1983,0,510000
2360,3,2.5,2,0,3,2003,0,550000
1830,3,1,1,0,4,1956,0,467500
2130,5,2,1.5,0,5,1926,0,615000
990,2,1,1,0,4,1953,0,325000
1010,2,1,2,0,3,1907,1953,219950
1720,3,1,1,0,4,1946,0,950000
1630,3,1,1.5,0,4,1912,0,925000
1310,4,1.5,1,0,3,1953,0,251200
1610,3,1.5,1,0,4,1968,0,215000
1850,3,2,1,0,4,1970,0,245000
1270,3,1.75,1.5,0,3,1922,0,259000
1420,4,1.5,1.5,0,3,1925,0,349950
5220,5,4.5,2,0,3,2001,0,1565000
1410,2,1,1,0,3,1939,0,600000
1170,2,1.5,3,0,3,2001,0,405000
1860,3,2.5,2,0,3,1993,0,625000
1620,4,1,1.5,0,3,1943,0,430000
1280,3,3,3,0,3,2004,0,533000
2750,4,2.5,2,0,3,1999,0,1050000
1420,3,1.75,1,0,3,1931,2014,230000
2000,4,1.75,1,0,5,1975,0,275000
1100,2,1,1,0,4,1926,0,403000
1720,3,3,1,0,5,1966,0,550388
1240,3,1.5,1,0,3,1958,0,415500
2170,3,1.75,1,0,4,1925,0,913000
1800,2,1,1,0,3,1942,0,334998
1160,3,1,1,0,4,1959,0,201500
3030,3,2.5,2,0,3,1997,0,820000
890,3,1,1,0,3,1951,0,371000
2150,4,2.5,1,0,5,1976,0,229950
2150,4,2.5,1,0,5,1976,0,344900
2060,3,2.5,2,0,3,1924,2006,840000
1380,3,1.5,1,0,4,1967,0,285000
1800,4,2.25,1,0,3,1979,0,475000
1460,2,1,1,0,3,1924,0,420000
2210,3,2,1.5,0,3,1909,0,685000
3590,4,3,2,0,3,2005,0,879000
1140,3,1,1,0,3,1942,0,197200
1240,3,1,1.5,0,5,1909,0,529950
4340,4,2.5,2.5,0,3,1992,0,1090000
1570,3,1.5,2,0,3,1915,0,792000
1680,3,2.5,2,0,4,1994,0,262000
1560,3,1.75,1,0,5,1927,0,353900
1200,1,1.5,1.5,0,3,1983,0,380000
1690,3,2.5,2,0,3,2002,0,305000
2310,4,2,1,0,3,1994,0,440000
2650,4,3.5,2,0,3,2001,0,1008000
3610,5,3,2,0,3,2003,0,549900
2620,4,3,2,0,3,1992,0,678500
1760,3,2.25,1,0,3,1986,0,270000
940,3,1,1.5,0,4,1949,0,430000
4830,5,4.25,2.5,0,4,1914,0,1925000
3350,4,2.75,2,0,3,2014,0,790500
1570,3,2.25,2,0,3,1991,0,447450
2240,3,2,1,0,3,1954,0,375000
1950,4,2,1,0,4,1963,0,565000
1010,2,1,1,0,4,1918,0,400000
1630,3,1.5,1,0,4,1976,0,246000
1420,3,1.75,1,0,3,1967,0,329922
3950,5,3.25,1,0,3,1969,0,1249000
1210,3,1,1,0,4,1910,0,375000
1890,3,1.75,1,0,3,1944,0,385000
1690,4,2.5,1.5,0,4,1912,0,591500
2560,4,2,1,0,4,1960,0,255000
1350,3,1.5,1,0,3,1959,0,275000
3120,4,2.75,2,0,3,2010,0,800000
1140,2,1,1,0,3,1952,1990,327000
2230,4,1.5,1,0,4,1954,0,355000
1050,2,1,1,0,4,1947,0,310000
4180,5,3.25,2,0,4,1979,0,869000
1200,3,2,1,0,5,1942,0,272000
3320,5,2.25,2,0,3,2000,0,665000
1590,3,2.5,2,0,3,1989,0,225000
2750,3,2.5,2,0,3,1989,0,375000
1530,3,1.5,1,0,3,1975,0,375500
1570,3,1.75,1,0,3,1948,0,550000
1470,3,1,1,0,3,1946,0,248000
1470,3,1,1,0,3,1946,0,546940
3150,4,3,2,0,3,2001,0,680000
2380,4,2.5,2,0,3,1997,0,350000
2000,2,2.5,3,0,3,1994,0,593000
1140,2,1,1,0,3,1958,0,390000
1340,3,1,1,0,4,1924,0,297000
1450,2,1,1,0,4,1965,0,355000
2020,3,2.5,2,0,3,1987,0,309900
1810,3,2.25,2,0,3,1992,0,257000
3600,4,3,2,0,4,1959,1995,1698000
1260,3,2,2,0,3,1987,0,300000
1560,3,2,3,0,3,2014,0,500000
4020,8,4,1,0,3,1968,0,900000
3150,4,3,2,0,3,2001,0,695000
1680,4,2.5,2,0,3,2001,0,213400
1320,2,1,1,0,3,1939,0,425000
2700,3,3,2,0,4,1986,0,420000
1080,1,1,1.5,0,3,1948,0,411000
3130,4,2.25,2,0,3,1986,0,762500
4850,5,4.5,2,0,3,2001,0,569950
1220,4,1,1.5,0,5,1916,0,258000
1780,3,2.25,2,0,3,2004,0,499000
1250,3,1,1,0,4,1961,0,310000
1780,2,2.5,3,0,3,2005,0,398500
1930,4,2.5,1,0,3,1981,0,250600
2470,4,2.5,1,0,3,1985,0,352000
1180,2,1,1,0,3,1909,0,600000
2270,3,1,1,0,4,1946,0,645000
1770,4,2.5,2,0,3,2004,0,291500
2250,4,1.75,1,0,4,1940,0,350000
1540,3,2.5,1,0,3,1974,0,279000
820,2,1,1,0,3,1940,0,320000
1580,2,2,1,0,3,2004,0,495000
2430,4,2.5,1,0,3,1989,0,490000
2160,5,1.5,1.5,0,4,1926,0,770000
1770,3,1.75,1,0,3,1959,0,215000
3580,3,3.5,1.5,0,3,2005,0,665000
1890,3,2.25,1,0,3,1987,0,423500
1910,3,3,1.5,0,3,1900,1991,850000
910,2,1,1,0,3,1943,0,155000
1460,3,2.25,1,0,3,1963,0,505000
3310,3,3.5,2,0,3,2005,0,780000
1630,3,1.5,1,0,3,1970,0,165000
2130,2,2.5,1,0,5,1972,0,707000
1220,3,2.5,3,0,3,2000,0,497000
1670,4,1.75,1,0,3,1955,0,349170
1300,4,1.5,1.5,0,3,1963,0,287000
3220,4,2.5,1,0,3,1969,0,2375000
2430,4,2.5,1,0,5,1963,0,645000
2240,5,2.25,2,0,3,1990,0,238000
2240,5,2.25,2,0,3,1990,0,328000
790,2,1.5,2,0,3,2003,0,365000
1380,3,1,1,0,4,1948,0,380000
1680,4,1.5,2,0,3,1962,0,525000
2000,4,2.25,2,0,5,1926,0,402000
1680,2,1,1,0,3,1969,0,308000
1960,3,2.5,2,0,3,2006,0,405000
2590,3,1.75,1,0,3,1951,1994,808000
3790,4,3.5,2.5,0,3,2010,0,875000
2370,3,2.5,3,0,4,1982,0,860000
1930,4,2.25,1,0,3,1960,0,367500
2580,6,3.5,1,0,3,1987,0,604000
890,2,0.75,1,0,3,1934,0,230000
2160,4,2.75,1,0,3,1978,0,435000
1970,4,2.5,2,0,3,2007,0,347500
1570,4,1.75,1,0,3,1981,0,525000
1480,2,1.5,1,0,4,1940,0,280000
1480,2,1.5,1,0,4,1940,0,490000
1430,4,1.75,1,0,5,1942,0,265000
2720,4,2.25,1,0,4,1979,0,645000
2420,3,2.25,1,0,4,1964,0,390000
1400,3,2.5,1,0,3,1988,0,267500
5844,4,3.5,2,0,3,2007,0,1275000
1840,4,1.75,1,0,3,1958,0,404000
2530,3,2.25,2,0,3,1989,0,380000
2810,4,2.75,1,0,4,1978,0,812500
1020,3,1,1,0,5,1959,0,265000
2550,5,2.75,1,0,5,1967,0,480000
710,1,1,1,0,3,1939,0,264000
5530,5,3,1.5,0,3,1969,1994,1350000
2150,4,1.75,1,0,4,1966,0,550000
880,2,1.5,1.5,0,3,1929,0,615000
1630,3,1.75,1,0,3,1967,0,464000
1380,3,1,2,0,3,1976,0,365000
2800,4,2.25,1,0,3,1977,0,490000
2070,4,2.25,2,0,4,1977,0,280927
830,2,1,1,0,4,1954,0,282613
2770,3,2.25,2,0,3,1982,0,675000
2060,4,2.5,1,0,3,1985,0,575550
1490,3,2,1,0,4,1990,0,259900
2120,4,2.25,2,0,3,1996,0,450000
2810,4,2.5,2,0,3,2013,0,487500
2400,4,2.25,2,0,4,1973,0,275000
2460,3,2.5,2,0,3,2002,0,305000
2030,3,1.75,1,0,4,1977,0,395000
880,3,1,1,0,4,1940,0,215000
1320,3,2,1.5,0,4,1920,0,410000
2160,4,2.5,1,0,4,1976,0,440000
4190,4,3.5,2,0,3,1994,0,1160000
2280,4,2,1,0,4,1956,0,500000
2590,5,2.75,2,0,3,1909,0,961000
2770,4,2.25,2,0,4,1979,0,825000
2145,3,1.75,1.5,0,5,1910,0,734000
4480,4,4.25,2,0,3,2003,0,490000
1780,4,2.5,2,0,3,1991,0,175000
720,1,1,1,0,3,1914,0,190000
2050,4,2.25,2,0,4,1978,0,305000
2040,3,1,1,0,5,1940,0,1300000
920,2,1,1,0,3,1919,2003,417000
680,2,1,1,0,2,1906,0,275000
1940,3,2.5,2,0,3,1991,0,661000
2230,4,2.75,1,0,3,1998,0,435000
2910,5,2.25,1,0,3,1972,0,788000
5270,5,3.25,2,0,3,1977,2003,1795000
2820,5,3.25,1.5,0,3,1906,2014,408000
1790,2,1,1.5,0,4,1912,0,570000
2920,5,3.25,2,0,3,1953,2008,1540000
840,2,1,1,0,3,1955,0,400000
1820,3,1.75,1,0,4,1987,0,247000
1550,3,1.75,1,0,3,1949,0,453000
1270,2,1,1,0,4,1923,0,235000
2460,4,1.75,1.5,0,5,1919,0,675000
2110,3,2,1,0,5,1919,0,516200
920,1,1,1.5,0,3,1996,2002,650000
1500,3,1.5,1,0,4,1945,0,257100
1440,2,2,1,0,3,2006,0,457000
1610,3,1.75,1.5,0,4,1929,0,540000
1970,3,1.75,1,0,4,1966,0,268000
1150,3,1,1,0,3,1960,0,300000
2110,2,2.5,1,0,4,1975,0,380000
3580,3,2.5,1.5,0,3,1990,0,725000
1000,3,1,1,0,3,1968,2010,249000
1680,5,1,1,0,3,1929,0,274000
3950,4,3.25,2,0,3,2003,0,1780000
2390,3,1.75,1,0,3,1955,0,396500
1820,2,1.5,1,0,4,1956,0,460000
1100,3,1,1,0,4,1957,0,277000
2280,6,4,1,0,3,1998,0,449500
2530,4,3,1.5,0,3,1925,2014,785950
1940,3,2.5,1,0,3,1975,0,545000
1360,3,2,1,0,4,1983,0,244000
1660,3,2.5,2,0,3,1983,0,165000
800,2,1,1,0,3,1906,0,435000
2670,3,2.5,1,0,3,1987,0,642000
1720,3,2.5,2,0,3,1999,0,340000
3550,4,2.5,2,0,4,1991,0,730000
1370,3,1.75,1,0,5,1982,0,563250
2820,5,2.5,2,0,3,1979,0,675000
1620,3,1.5,1,0,3,1954,0,620000
1290,2,2,1,0,3,1956,0,275000
1830,3,1,1,0,3,1942,0,270000
2040,4,2.5,2,0,3,2003,0,325000
1850,4,2.5,2,0,3,2005,0,476100
1300,2,1,1,0,4,1959,0,700000
1620,4,2,1.5,0,4,1978,0,220000
1560,3,1.75,1,0,3,1975,0,236000
2600,3,2.5,1,0,4,1951,0,790000
2010,3,1,1,0,3,1967,0,350000
780,2,1,1,0,3,1941,0,130000
1982,4,2.5,2,0,3,2004,0,283200
1500,3,1,1,0,3,1945,0,273000
2460,5,2.25,1,0,4,1976,0,599000
2680,4,2.5,1,0,3,1960,0,460000
5860,4,4.25,2,0,4,1996,0,1157200
1720,4,1.75,1,0,3,1971,0,385000
1420,3,1,1.5,0,3,1944,0,264250
1760,3,2.5,3,0,3,2006,0,608000
2790,3,2.5,2,0,4,1984,0,450000
2360,3,2,2,0,3,1909,2014,1755000
1890,5,2,2,0,4,1944,0,339950
3810,6,3.75,2,0,4,1977,0,760000
1160,2,1,1,0,3,1940,0,350000
2320,3,1.75,1,0,4,1960,0,541500
3280,6,2.75,1,0,4,1963,0,730000
980,3,1,1,0,2,1949,0,215000
1640,3,2,1,0,4,1977,0,420000
2060,4,2.25,1,0,3,1983,0,655000
1500,3,2.5,2,0,4,1981,0,240000
2360,4,2,1,0,5,1939,0,730000
1940,4,1.5,1,0,3,1962,0,390000
1280,3,1,1,0,4,1954,0,473000
3630,4,3.5,2,0,3,1970,2008,698000
1820,3,2.5,2,0,3,2005,0,511000
960,2,1.5,2,0,3,1993,0,358000
1630,3,1.75,1,0,4,1955,0,499990
1940,4,2.25,1,0,3,1960,0,322000
980,3,1,1,0,3,1969,0,201000
3140,4,2.5,1,0,3,1988,0,765000
2880,4,2.75,1.5,0,5,1928,0,920000
1650,4,2,1,0,4,1977,0,360000
1980,3,1.75,2,0,3,1987,0,297300
860,3,1,1,0,4,1942,1990,399000
1430,3,1,1.5,0,4,1950,0,400000
1260,3,1.75,1,0,4,1964,0,230000
960,3,1,1,0,4,1968,0,290000
2060,3,2.5,2,0,3,2003,0,323800
1430,4,1.5,1.5,0,4,1930,0,574500
1670,3,2.25,2,0,3,2002,0,505000
880,2,1,1,0,4,1944,0,372500
1300,3,1.5,1,0,3,1964,0,425000
2380,3,2.5,1.5,0,3,2000,0,446250
520,2,0.75,1,0,4,1924,1980,330000
2680,3,2.5,2,0,3,1983,0,608095
2140,3,2.5,1,0,3,1958,0,550000
1820,4,2.5,2,0,3,2004,0,265000
1820,4,2.25,1.5,0,4,1930,0,399888
1050,2,1,1,0,5,1927,0,430000
2100,3,2.5,2,0,3,2013,0,554990
2210,3,2.5,2,0,3,2003,0,359950
860,2,1,1,0,4,1901,0,405000
870,2,1,1,0,3,1981,0,280000
2570,4,2.25,2,0,4,1966,0,479950
2980,5,1.75,1,0,4,1976,0,575000
2360,4,2.25,2,0,3,1983,0,392000
2310,4,2.25,2,0,4,1977,0,760500
2300,3,2.5,2,0,3,2003,0,435000
2810,4,2.75,2,0,3,1993,0,1565000
2040,4,1.5,1,0,3,1961,0,261000
3290,3,2.25,2,0,3,1939,0,1482500
2960,7,4,2,0,3,1927,2013,853800
2670,3,2.5,2,0,3,1989,0,657500
2530,4,2.5,2,0,3,1990,0,331950
1720,3,1.75,1,0,3,1986,0,514000
3090,3,3.5,2,0,4,1995,0,496000
3930,4,2.5,2,0,3,1987,0,1093000
1120,3,1,1,0,5,1976,0,195700
3960,4,2.25,2,0,3,1925,0,1395710
4060,4,3.25,2,0,3,1991,0,1175000
2350,3,2.5,1,0,4,1966,0,643403
2380,4,2.5,2,0,4,1997,0,357000
1480,3,1.75,1,0,3,1953,0,865000
2930,3,2.5,2,0,4,1988,0,905000
1290,3,1.5,1,0,3,1954,0,265000
2730,2,2.5,2,0,3,1998,0,535000
1290,3,1,1,0,4,1929,0,450000
2170,4,2.5,2,0,3,1991,0,460500
1850,4,1.75,1,0,3,1960,0,315000
2110,4,2.5,1,0,3,1978,0,607500
960,2,1,1,0,4,1916,0,432000
3910,3,4,2,0,5,1933,0,1695000
2590,4,2.5,2,0,3,2001,0,479000
3080,5,2.75,2,0,3,2002,0,475000
1630,3,1,1,0,3,1952,0,415000
910,2,1,1,0,4,1914,0,450000
2780,3,2.5,1.5,0,4,1969,0,1140000
3880,5,3,2,0,3,2004,0,430000
1360,3,1.75,1,0,5,1971,0,296000
2560,4,2.25,1,0,3,1976,0,303000
2600,4,2.5,2,0,3,2004,0,641000
1220,3,2.25,1,0,3,1984,0,280000
1560,3,2,1,0,3,1966,0,260750
2080,4,2.5,2,0,3,2001,0,601000
1490,3,1.5,1,0,4,1918,0,255000
2020,4,2.75,1,0,4,1976,0,555000
1530,3,1.5,1,0,4,1955,0,865000
3450,4,2.5,1.5,0,4,1964,0,1388000
1400,3,2.25,1,0,2,1987,0,315000
1730,2,1,1,0,3,1962,0,200000
1370,3,1,1,0,3,1948,0,357000
1050,2,1.5,2,0,3,2007,0,390000
2840,5,1.75,1,0,4,1954,0,462000
1010,2,1,1,0,3,1955,0,174500
1210,2,1,1.5,0,3,1921,0,305000
1720,5,1.75,1,0,4,1956,0,449000
2710,3,2,2,0,3,1951,0,260000
3110,4,2.5,2,0,3,2004,0,751000
1250,2,1,1,0,4,1948,0,370037
1900,3,1.75,2,0,4,1988,0,229950
1740,3,1.75,1,0,3,1978,0,349000
2070,4,2.5,2,0,3,2003,0,348000
3030,3,3.25,2,0,3,1905,2005,1220000
3610,4,3,2,0,3,1993,0,510000
1520,3,1.5,1,0,4,1981,0,265000
2780,3,2.75,3,0,3,1974,0,1250000
5545,4,4,2,0,3,2003,0,937500
2590,3,1.75,1,0,4,1971,0,485000
1150,4,1,1.5,0,3,1951,0,489000
920,2,1,1,0,5,1952,0,400000
2110,3,2.5,2,0,3,2005,0,638000
1170,3,1.75,1,0,4,1968,0,440000
1900,6,2,1,0,2,1964,0,305000
1900,6,2,1,0,2,1964,0,649950
3290,4,2.5,2,0,3,2005,0,680000
2660,4,2.5,2,0,3,1996,0,629000
2160,3,2.5,2,0,3,1988,0,555000
2700,4,2.75,2,0,5,1976,0,669000
1980,3,2.5,2,0,3,1994,0,272000
2600,4,2.25,1,0,3,1965,0,270000
1280,3,1,1,0,3,1964,0,215000
1710,3,1.5,1,0,4,1947,0,690000
1270,4,1.75,1,0,3,1950,0,256000
1890,3,2.25,1,0,3,1981,0,255000
3440,7,4,2,0,3,1970,0,550000
1190,3,1,1,0,4,1957,0,410000
1030,2,1,1,0,3,1912,0,410000
1240,3,1.75,1,0,3,1986,0,259000
1730,3,1,1,0,3,1955,0,292000
4610,4,3.5,2,0,3,2003,0,1648000
1590,5,1,1.5,0,3,1929,0,518000
1760,3,2.5,2,0,3,1992,0,485000
1330,3,2,1,0,3,1989,0,259500
2340,4,2.5,2,0,3,2003,0,354000
3740,3,2.25,2,0,5,1966,0,999950
1150,3,1.75,1,0,5,1959,0,464500
1750,3,2.5,2,0,3,2005,0,300000
3890,3,2.75,2,0,3,1967,2010,1080000
1770,4,2.5,2,0,3,1989,0,309950
1160,3,1,1.5,0,3,1909,0,315000
1440,3,1,1.5,0,3,1908,0,499950
2600,4,2,1,0,3,1953,0,780000
2640,3,3.25,1,0,4,1976,0,885000
1010,2,1,1.5,0,4,1906,1990,500000
1840,3,2,1,0,3,1989,0,329000
1720,4,1.75,1,0,4,1963,0,246000
1280,3,1.5,1,0,4,1960,0,405000
1700,4,1.75,1,0,5,1981,0,349000
1980,4,2.5,2,0,3,1992,0,374950
1160,3,2,1,0,3,1969,0,306000
1980,4,1.75,1,0,4,1961,0,416000
1960,3,2.5,2,0,4,1989,0,560000
1270,3,1.5,1,0,2,1948,0,260000
2060,3,2.25,1,0,4,1978,0,306500
1980,3,1.75,1,0,4,1968,0,299950
1450,3,2.5,1,0,3,1990,0,265500
1200,3,1.5,1,0,3,1986,0,219000
1830,3,1.75,1,0,3,1977,0,365000
2090,3,2,1.5,0,3,1959,1998,499000
1510,3,1.75,1,0,3,1967,0,366000
1310,3,2.25,3,0,3,2014,0,514950
3790,4,2.75,2,0,3,1999,0,875000
2240,3,2.25,1,0,5,1957,0,831000
2740,4,3.25,2,0,3,2003,0,689900
1660,3,2.5,2,0,3,1994,0,315000
2460,,,2,0,3,1990,0,355000
1480,3,1,1,0,3,1963,0,336500
2640,3,2.75,1.5,0,5,1926,0,1100000
1900,6,2,1,0,4,1959,0,375000
2860,3,2,1,0,3,1985,0,289275
3440,4,3.5,2,0,4,2002,0,455000
1640,3,1.75,1,0,3,1975,0,505000
1450,3,1,1.5,0,4,1919,0,450000
2300,3,2.5,2,0,3,2001,0,567500
1460,3,1.5,1,0,4,1955,0,265000
1570,3,2,1,0,3,2001,0,340000
1540,3,2,1.5,0,5,1939,0,375000
3300,6,3,2,0,3,1970,0,920000
2130,4,2.25,2,0,4,1972,0,850000
1010,3,1,1,0,5,1969,0,202000
2420,4,3,1,0,3,1984,0,725000
3870,3,3.25,2,0,3,1991,0,900000
1960,2,1.5,1,0,3,1951,0,680200
1170,3,1,1,0,4,1918,0,216500
1890,3,1.5,1,0,5,1966,0,325000
2250,3,2.5,2,0,3,2004,0,675000
750,2,0.75,1,0,3,1936,0,435000
1610,3,1.75,1,0,4,1977,0,263500
2590,4,2.25,2,0,3,1978,0,550000
2520,3,2.5,2,0,4,1995,0,875000
1340,4,1,1,0,5,1966,0,246600
1460,3,2.25,3,0,3,2006,0,337000
1380,3,1.75,1,0,3,1988,0,240000
1510,3,1.75,1,0,4,1984,0,490000
2510,5,2.5,1,0,4,1975,0,510000
910,3,1,1,0,3,1971,0,305000
1970,3,2.5,2,0,3,2003,0,350000
1540,3,1.75,1,0,3,1959,0,284200
1980,4,2.5,2,0,5,1995,0,357000
3150,4,2.75,1,0,3,1986,0,854000
4700,4,2.5,2,0,3,1999,0,1175000
2300,3,2.25,1,0,4,1963,0,1000000
1880,4,2.25,2,0,3,1909,1977,616500
2640,4,2.75,2,0,5,1911,0,750000
3900,6,4.5,2,0,3,1979,0,650000
2670,4,2.25,1,0,4,1962,0,275000
1840,4,1.75,1,0,4,1918,0,540000
1120,3,1,1,0,4,1961,0,225000
2970,4,2.5,2,0,3,1991,0,845000
1410,3,2.25,1,0,5,1923,0,490000
3060,4,2.5,2,0,3,2005,0,753000
2490,3,1.75,1,0,3,1972,0,475000
840,1,0.75,1.5,0,3,1949,0,124000
840,1,0.75,1.5,0,3,1949,0,224000
1130,2,1,1,0,4,1916,0,485000
1850,4,1.75,1,0,4,1944,0,230000
2330,4,2.75,1,0,3,1980,0,372000
1880,4,2.5,2,0,4,1990,0,306000
2980,4,3.5,2,0,3,2008,0,905000
1440,4,1,1,0,3,1950,0,440000
1630,3,1.75,1,0,4,1977,0,280000
1778,3,2.5,2,0,3,1999,0,435000
1930,3,2.5,2,0,3,1990,0,425000
1130,2,0.75,1,0,3,1956,0,204950
1650,2,1.75,1,0,4,1959,0,670000
820,2,1,1,0,3,1921,0,475000
2900,5,2.5,1,0,3,1964,0,352000
2330,4,1.75,1,0,4,1961,0,575000
4440,4,3.5,2,0,5,1965,0,1730000
1660,3,2,2,0,3,1950,1990,491000
3020,4,2.5,2,0,3,2004,0,750000
1850,4,2.5,1,0,3,1978,0,830000
5960,6,3.75,2,0,3,2005,0,1140000
960,3,1,1,0,4,1970,0,137124
1150,4,1,1.5,0,3,1907,0,225000
2130,4,2.5,1,0,4,1963,0,732600
2460,4,2.25,2,0,4,1984,0,818000
2360,3,2.25,1,0,4,1978,0,431000
1320,2,2.25,3,0,3,1996,0,304000
1910,5,2,1,0,3,1908,0,650000
1610,2,2,2,0,4,1977,0,450000
1610,4,1,1,0,3,1958,0,269000
1160,3,1,1,0,3,1953,0,875000
2870,4,2.25,1,0,4,1977,0,890000
2280,4,2.5,2,0,3,1986,0,565000
1370,2,2,2,0,4,2006,0,448175
1470,,,2,0,3,1996,0,235000
2970,5,3,2,0,3,2000,0,680000
1460,3,1.75,2,1,4,1970,0,629000
1570,3,3.5,2.5,0,3,2000,0,494000
2880,4,3,2,0,4,1926,0,1100000
1900,5,2.5,1,0,3,1969,0,450000
2020,3,1.75,1,0,4,1969,0,330000
3110,4,2.5,2,0,4,1984,0,960000
2390,4,2.5,2,0,3,1990,0,360000
2150,3,2.5,2,0,3,2004,0,378000
1340,3,1.75,1,0,4,1941,0,499950
1990,3,2.5,2,0,4,1986,0,450000
1600,2,2,1,0,4,1950,0,523500
2680,3,2.5,2,0,3,1986,0,600000
2080,3,2.5,2,0,3,2002,0,290000
1340,3,3.25,2,0,3,1986,0,176000
2590,3,2,1.5,0,5,1904,0,885000
1240,2,1.75,1.5,0,3,1906,0,483000
1310,3,1,1,0,4,1978,0,240000
2530,4,2.25,1,0,4,1957,0,720000
1780,4,2.5,2,0,3,2001,0,311000
1600,3,2,1,0,3,1950,1984,332500
1570,3,1.75,1,0,3,1956,0,164950
1570,3,1.75,1,0,3,1956,0,371000
1650,3,1.75,1,0,3,1976,0,264500
2920,4,2.25,2,0,4,1937,0,1738000
870,2,1,1,0,4,1921,0,503000
2830,4,2.5,2,0,3,2000,0,738000
980,2,1,1,0,4,1925,0,393000
990,2,1,1,0,4,1992,0,280000
2360,4,2.5,1,0,3,1964,0,260000
1000,2,1,1,0,3,1915,0,505000
1660,3,1.5,1,0,4,1976,0,241000
1520,3,1.75,1,0,3,1975,0,530000
1180,1,1,1.5,0,4,1910,0,713000
1770,3,1.75,2,0,3,1944,1978,487000
980,2,1,1,0,3,1969,0,128000
1840,3,1,1,0,3,1960,0,210500
1810,3,2.5,1,0,5,1968,0,420000
1780,3,2.5,2,0,4,1930,1986,679000
2840,4,2.75,3,0,3,2014,0,784950
2650,4,2.5,2,0,3,1998,0,352000
1270,3,1.5,2,0,3,2004,0,386000
1260,3,1.75,1,0,3,1994,0,335000
1750,3,2,1,0,3,1982,0,472500
2680,5,2.25,1,0,3,1976,0,599950
3830,4,3.25,2,0,3,2014,0,963990
1610,3,2,2,0,5,1925,0,735000
3840,3,4.25,2,0,3,1998,0,858450
2670,5,2.75,2,0,4,1914,0,665000
2000,3,2.5,2,0,4,1993,0,290000
860,2,1,1,0,3,1925,0,250000
1420,3,1.75,1,0,3,1986,0,192500
2060,4,2,1,0,4,1957,0,350000
2790,4,2.5,2,0,3,2003,0,518000
1410,4,1,1.5,0,5,1911,0,563000
2420,4,3,2,0,3,2003,0,375000
1460,3,2.5,3,0,3,2002,0,400000
2460,5,1.75,1,0,3,1957,0,240000
1000,2,1,1,0,3,1902,0,317500
4420,5,4,2,0,5,1982,0,1315000
1240,3,1,1,0,3,1921,1992,234000
1740,3,2.5,2,0,4,1975,0,645000
1280,2,1,1,0,3,1908,0,649000
2520,4,2.5,2,0,3,2004,0,605000
1500,3,3.5,3,0,3,1999,0,337900
2490,3,2.75,2,0,3,1906,0,535000
1530,4,1,1,0,3,1957,0,325000
1740,4,2.25,1,0,3,1967,0,429950
3550,3,2.5,2,0,3,1989,0,775000
1280,2,1,1,0,3,1965,0,650000
2320,4,2.25,2,0,5,1967,0,1200000
1140,2,1,1,0,3,1935,0,275000
3930,4,3.5,2,0,3,1997,0,575000
2370,3,2.5,1,0,5,1959,0,540000
2340,3,1.75,1,0,5,1917,0,640000
1240,3,1.5,1,0,4,1967,0,275000
2740,4,2.5,2,0,3,1997,0,672800
1940,4,2.25,1,0,4,1956,0,495000
